,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
2724,1518,85,992,441,7,1,47
2725,22049,514,5801,15734,1108,38,166
2726,47372,1344,14427,31601,1444,58,877
2727,9485,623,1315,7547,262,16,101
2728,14006,698,4095,9213,313,20,150
2729,25524,1063,1712,22749,242,20,23
2730,13512,818,5269,7425,349,28,400
2731,145268,1356,18095,125817,10581,76,1456
2732,28656,191,4476,23989,1645,7,342
2733,1271,10,415,846,89,1,43
2734,9557,197,1574,7786,93,4,23
2735,178,9,37,132,12,1,8
2736,1413,25,643,745,5,1,24
2737,756,35,61,660,34,3,17
2738,7220,138,2746,4336,437,7,197
2739,10804,254,9283,1267,3,2,66
2740,218011,25428,121343,71240,545,164,2441
2741,751,8,194,549,33,1,10
2742,29981,1784,25200,2997,76,22,700
2743,1018,43,406,569,5,1,78
2744,127659,3461,68166,56032,1614,64,5015
2745,1184086,70086,187180,926820,22475,1309,7028
2746,12331,303,1619,10409,418,15,71
2747,14730,137,2966,11627,567,11,203
2748,193091,28827,910,163354,3383,289,9
2749,3224,95,421,2708,330,5,24
2750,4838,470,2067,2301,190,5,69
2751,751,46,514,191,1,1,15
2752,5020,264,1472,3284,133,4,30
2753,2619,40,1111,1468,112,1,40
2754,6875,97,5975,803,28,1,88
2755,15650,606,13462,1582,29,6,146
2756,10929,183,1403,9343,786,1,194
2757,18350,107,3771,14472,861,4,512
2758,50509,8016,12441,30052,242,92,63
2759,1802,86,187,1529,121,4,13
2760,1946,79,911,956,20,1,56
2761,115455,7938,48221,59296,6835,571,2406
2762,1704,80,342,1282,52,2,21
2763,688,48,548,92,16,2,3
2764,170,17,43,110,53,7,4
2765,24794,275,10710,13809,1373,5,295
2766,8613,378,2013,6222,640,20,206
2767,1464,18,701,745,32,1,8
2768,2112,83,1560,469,11,3,38
2769,7896,257,4006,3633,77,5,199
2770,10008,503,7481,2024,151,10,208
2771,8480,354,1905,6221,245,8,134
2772,7201,452,1730,5019,388,16,98
2773,587,14,205,368,32,1,25
2774,145,4,91,50,5,1,16
2775,170687,25537,52842,92308,1104,333,1366
2776,1811,10,498,1303,101,1,48
2777,3065,363,709,1993,30,12,79
2778,49400,1693,14142,33565,2963,127,1295
2779,12071,872,2197,9002,484,8,243
2780,99970,6340,80475,13155,1323,63,1096
2781,2431,102,1571,758,85,4,27
2782,16289,238,10465,5586,43,3,401
2783,213013,29315,85231,98467,1075,236,2352
2784,15354,593,4496,10265,125,11,340
2785,843,11,600,232,13,1,25
2786,6383,106,4567,1710,30,1,83
2787,573,2,20,551,32,1,2
2788,612,32,228,352,32,3,5
2789,482,5,403,74,2,1,4
2790,26025,2507,16810,6708,1120,236,3363
2791,4363,136,1544,2683,115,4,121
2792,5219,181,1838,3200,166,2,185
2793,41280,5185,139,35956,318,87,1
2794,1488,21,1316,151,2,1,14
2795,763,38,543,182,8,1,9
2796,2950,98,481,2371,148,5,64
2797,1526,86,1013,427,8,1,21
2798,2735,13,858,1864,98,1,42
2799,24073,564,6464,17045,2024,50,663
2800,7523,210,823,6490,326,10,182
2801,51189,1444,15413,34332,3817,100,986
2802,9684,637,1408,7639,199,14,93
2803,14431,716,4280,9435,425,18,185
2804,25702,1074,1743,22885,178,11,31
2805,13837,841,5454,7542,325,23,185
2806,155370,1451,19865,134054,10102,95,1770
2807,30251,200,5431,24620,1595,9,955
2808,1329,11,470,848,58,1,55
2809,9677,200,1723,7754,120,3,149
2810,199,11,43,145,21,2,6
2811,1445,98,244,1103,6,1,3
2812,835,38,75,722,79,3,14
2813,10806,255,9333,1218,2,1,50
2814,219329,25613,123486,70230,1318,185,2143
2815,771,9,213,549,20,1,19
2816,778,45,70,663,100,4,9
2817,30009,1795,25400,2814,28,11,200
2818,129491,3520,73285,52686,1832,59,5119
2819,1208271,72393,189791,946087,24185,2307,2611
2820,12697,316,1875,10506,366,13,256
2821,15192,146,3153,11893,462,9,187
2822,196780,29520,926,166334,3689,693,16
2823,3392,104,458,2830,168,9,37
2824,4997,476,2197,2324,159,6,130
2825,5208,273,1524,3411,188,9,52
2826,15684,608,13639,1437,34,2,177
2827,2127,28,1536,563,67,2,28
2828,19255,112,4388,14755,905,5,617
2829,50781,8339,12731,29711,272,323,290
2830,1886,91,198,1597,84,5,11
2831,1987,86,928,973,41,7,17
2832,126611,8588,51370,66653,11156,650,3149
2833,1778,84,360,1334,74,4,18
2834,2265,108,1000,1157,161,44,47
2835,25826,281,11189,14356,1032,6,479
2836,8959,397,2148,6414,346,19,135
2837,797,35,92,670,92,1,2
2838,2119,85,1601,433,7,2,41
2839,7974,262,4205,3507,78,5,199
2840,10125,506,7678,1941,117,3,197
2841,1124,3,755,366,4,1,10
2842,8807,362,1960,6485,327,8,55
2843,7588,469,1815,5304,387,17,85
2844,633,15,219,399,46,1,14
2845,174224,25812,54079,94333,3537,275,1237
2846,168162,7275,139900,20987,1155,282,4800
2847,798,21,86,691,35,2,7
2848,1856,11,597,1248,45,1,99
2849,475,2,24,449,62,1,5
2850,1461,99,132,1230,191,6,10
2851,3111,373,759,1979,46,10,50
2852,52987,1785,15331,35871,3587,92,1189
2853,12438,895,2317,9226,367,23,120
2854,101650,6418,81587,13645,1680,78,1112
2855,22248,1375,17110,3763,265,36,3724
2856,16310,239,10637,5434,21,1,172
2857,214457,29684,93245,91528,1444,369,8014
2858,4422,30,1408,2984,217,1,129
2859,582,26,190,366,47,2,8
2860,6289,42,2219,4028,485,2,187
2861,871,12,614,245,28,1,14
2862,1428,48,718,662,5,2,40
2863,3851,98,3452,301,11,2,40
2864,6428,107,4702,1619,45,1,135
2865,27634,2704,17781,7149,1609,197,971
2866,4476,143,1658,2675,113,7,114
2867,5408,183,2017,3208,189,2,179
2868,41512,5221,146,36145,232,36,7
2869,3145,103,534,2508,195,5,53
2870,1539,88,1057,394,13,2,44
2871,7731,218,859,6654,208,8,36
2872,54817,1533,17527,35757,3628,89,2114
2873,10004,658,1506,7840,320,21,98
2874,14740,733,4655,9352,309,17,375
2875,26182,1089,2076,23017,480,15,333
2876,14107,864,5788,7455,270,23,334
2877,165929,1537,21327,143065,10559,86,1462
2878,31938,209,6783,24946,1687,9,1352
2879,1433,12,493,928,104,1,23
2880,9791,203,1971,7617,114,3,248
2881,225,14,54,157,26,3,11
2882,20198,20,1634,18544,788,2,115
2883,1448,99,246,1103,3,1,2
2884,873,39,87,747,38,1,12
2885,7808,153,3153,4502,236,5,407
2886,10810,256,9419,1135,4,1,86
2887,220325,25857,126002,68466,996,244,2516
2888,852,49,80,723,74,4,10
2889,30060,1805,25700,2555,51,10,300
2890,2989,55,2761,173,1,1,14
2891,131744,3584,78202,49958,2253,64,4917
2892,1233527,74851,189910,968766,25256,2458,119
2893,13184,327,2097,10760,487,11,222
2894,15738,157,3359,12222,546,11,206
2895,200616,30172,934,169510,3836,652,8
2896,146,4,101,41,8,1,9
2897,3563,106,468,2989,171,2,10
2898,5182,483,2323,2376,185,7,126
2899,752,47,526,179,1,1,5
2900,5371,282,1601,3488,163,9,77
2901,2884,42,1185,1657,102,2,50
2902,15752,609,13698,1445,68,1,59
2903,12425,199,1910,10316,706,13,507
2904,20168,116,5067,14985,913,4,679
2905,51420,8415,12980,30025,639,76,249
2906,2081,102,219,1760,195,11,21
2907,2027,90,954,983,40,4,26
2908,135773,9190,55350,71233,9162,602,3980
2909,253,27,50,176,83,10,7
2910,27359,285,11664,15410,1533,4,475
2911,9456,407,2300,6749,497,10,152
2912,863,36,103,724,66,1,11
2913,1571,20,742,809,55,2,21
2914,2125,86,1641,398,6,1,40
2915,1729,73,1031,625,26,4,30
2916,8031,270,4371,3390,57,8,166
2917,10270,514,7896,1860,145,8,218
2918,9095,373,2064,6658,288,11,104
2919,7981,482,1887,5612,393,13,72
2920,1720,56,273,1391,7,1,9
2921,174918,25990,55191,93737,694,178,1112
2922,504,8,110,386,107,2,17
2923,169430,7392,141700,20338,1268,117,1800
2924,832,23,90,719,34,2,4
2925,1685,105,154,1426,224,6,22
2926,3150,383,801,1966,39,10,42
2927,56351,1889,16776,37686,3364,104,1445
2928,12776,930,2381,9465,338,35,64
2929,103135,6486,82744,13905,1485,68,1157
2930,16381,240,10873,5268,71,1,236
2931,215858,29958,96276,89624,1401,274,3031
2932,15553,617,4918,10018,98,12,422
2933,607,29,197,381,25,3,7
2934,861,27,562,272,5,1,72
2935,6567,44,2381,4142,278,2,162
2936,1433,49,739,645,5,1,21
2937,3859,100,3505,254,8,2,53
2938,4605,145,1747,2713,129,2,89
2939,41967,5306,147,36514,455,85,1
2940,781,42,586,153,11,4,25
2941,3526,107,601,2818,381,4,67
2942,1572,89,1079,404,33,1,22
2943,2958,15,980,1963,55,2,92
2944,26435,599,7530,18306,1791,14,1066
2945,7868,225,886,6757,137,7,27
2946,58526,1627,18388,38511,3709,94,861
2947,10343,685,1618,8040,339,27,112
2948,15047,755,4862,9430,307,22,207
2949,26715,1105,2258,23352,533,16,182
2950,14499,888,6144,7467,392,24,356
2951,177160,1625,23803,151732,11231,88,2476
2952,33731,219,7798,25714,1793,10,1015
2953,1492,13,562,917,59,1,69
2954,9848,206,2160,7482,57,3,189
2955,1445,26,806,613,16,1,44
2956,928,44,106,778,55,5,19
2957,221447,26070,128511,66866,1122,213,2509
2958,930,52,92,786,78,3,12
2959,30126,1810,25900,2416,66,5,200
2960,1026,44,600,382,1,1,9
2961,133721,3641,82984,47096,1977,57,4782
2962,1261409,76770,195036,989603,27882,1919,5126
2963,13691,340,2396,10955,507,13,299
2964,16240,165,3572,12503,502,8,213
2965,204387,30712,970,172705,3771,540,36
2966,3778,109,472,3197,215,3,4
2967,5369,488,2467,2414,187,5,144
2968,5611,293,1659,3659,240,11,58
2969,3029,43,1218,1768,145,1,33
2970,15774,614,13836,1324,22,5,138
2971,13134,206,2101,10827,709,7,191
2972,21101,121,5484,15496,933,5,417
2973,52011,8521,13201,30289,591,106,221
2974,2266,106,237,1923,185,4,18
2975,2070,98,960,1012,43,8,6
2976,146894,10017,59297,77580,11121,827,3947
2977,1872,86,401,1385,43,2,17
2978,28750,294,12160,16296,1391,9,496
2979,10051,428,2424,7199,595,21,124
2980,937,39,130,768,74,3,27
2981,1741,74,1078,589,12,1,47
2982,8077,273,4413,3391,46,3,42
2983,10405,522,8114,1769,135,8,218
2984,9376,380,2286,6710,281,7,222
2985,8476,503,1945,6028,495,21,58
2986,742,16,257,469,47,1,5
2987,5738,260,4000,1478,65,5,500
2988,176202,26233,55892,94077,1284,243,701
2989,623,10,288,325,8,1,13
2990,900,24,101,775,68,1,11
2991,1771,107,192,1472,86,2,38
2992,3178,392,865,1921,28,9,64
2993,59695,1985,17887,39823,3344,96,1111
2994,13112,943,2494,9675,336,13,113
2995,104691,6541,83837,14313,1556,55,1093
2996,2603,104,1661,838,60,2,35
2997,16436,245,11229,4962,55,5,356
2998,217185,30201,99023,87961,1327,243,2747
2999,15640,634,5146,9860,87,17,228
3000,4834,31,1631,3172,256,1,113
3001,7208,47,2466,4695,641,3,85
3002,796,26,223,547,12,1,3
3003,668,35,285,348,18,3,14
3004,31522,3160,20314,8048,1906,199,2533
3005,4728,150,1826,2752,123,5,79
3006,5711,186,2324,3201,163,3,145
3007,795,44,600,151,14,2,14
3008,3912,117,679,3116,386,10,78
3009,1586,90,1099,397,14,1,20
3010,3112,16,1025,2071,154,1,45
3011,28736,636,7809,20291,2301,37,279
3012,61847,1714,19012,41121,3321,87,624
3013,10463,696,1734,8033,120,11,116
3014,15366,776,5184,9406,319,21,322
3015,27268,1114,2422,23732,553,9,164
3016,14811,923,6423,7465,312,35,279
3017,187859,1723,26608,159528,10699,98,2805
3018,35432,229,9120,26083,1701,10,1322
3019,9943,209,2453,7281,95,3,293
3020,1450,100,252,1098,1,1,5
3021,222857,26299,131148,65410,1410,229,2637
3022,1111,59,102,950,181,7,10
3023,30207,1823,26100,2284,81,13,200
3024,509,21,183,305,29,5,16
3025,1030,45,638,347,4,1,38
3026,135569,3689,86396,45484,1848,48,3412
3027,1288587,78497,198993,1011097,27178,1727,3957
3028,14195,361,2706,11128,504,21,310
3029,16793,174,3837,12782,553,9,265
3030,207439,31340,997,175102,3052,628,27
3031,694,18,506,170,10,1,14
3032,4033,115,502,3416,255,6,30
3033,5558,494,2546,2518,189,6,79
3034,754,48,545,161,2,1,8
3035,5776,300,1728,3748,165,7,69
3036,3175,44,1267,1864,146,1,49
3037,15833,615,13928,1290,59,1,92
3038,2422,31,1620,771,143,3,44
3039,13770,214,2414,11142,636,8,313
3040,22052,126,6050,15876,951,5,566
3041,52596,8581,13411,30604,585,60,210
3042,2437,114,258,2065,171,8,21
3043,2090,102,1059,929,20,4,99
3044,156061,10656,61685,83720,9167,639,2388
3045,1921,90,422,1409,49,4,21
3046,322,31,53,238,62,3,3
3047,32208,304,12667,19237,3458,10,507
3048,10495,445,2569,7481,444,17,145
3049,1667,21,769,877,65,1,15
3050,2176,87,1726,363,15,1,37
3051,8095,276,4447,3372,18,3,34
3052,10506,526,8280,1700,101,4,166
3053,9882,385,2584,6913,506,5,298
3054,8964,514,2002,6448,488,11,57
3055,784,17,276,491,42,1,19
3056,1733,60,747,926,8,4,43
3057,210,5,97,108,16,1,2
3058,176782,26313,56148,94321,580,80,256
3059,171324,7549,143300,20475,736,39,1600
3060,4263,22,378,3863,251,4,55
3061,1830,108,195,1527,59,1,3
3062,3213,405,904,1904,35,13,39
3063,62808,2101,19301,41406,3113,116,1414
3064,13645,959,2607,10079,533,16,113
3065,106220,6589,85064,14567,1529,48,1227
3066,2679,107,1702,870,76,3,41
3067,16454,247,11376,4831,18,2,147
3068,218268,30395,103031,84842,1083,194,4008
3069,15755,654,5906,9195,115,20,760
3070,649,30,207,412,28,1,5
3071,862,28,622,212,1,1,60
3072,7623,49,2622,4952,415,2,156
3073,3877,101,3550,226,6,1,24
3074,6589,108,4929,1552,54,1,65
3075,692,37,298,357,24,2,13
3076,33460,3353,21824,8283,1938,193,1510
3077,4867,161,1925,2781,139,11,99
3078,42575,5441,149,36985,289,64,2
3079,815,45,617,153,20,1,17
3080,4151,128,745,3278,239,11,66
3081,1622,91,1112,419,36,1,13
3082,3224,17,1068,2139,112,1,43
3083,30334,659,8063,21612,1598,23,254
3084,8282,237,4501,3544,212,6,3615
3085,65015,1814,20246,42955,3168,100,1234
3086,10610,704,1842,8064,147,8,108
3087,15651,785,5437,9429,285,9,253
3088,27406,1126,2499,23781,138,12,77
3089,21331,13,2449,18869,1130,1,79
3090,15131,939,6912,7280,320,16,489
3091,198676,1827,31916,164933,10817,104,5308
3092,37136,239,10144,26753,1704,10,1024
3093,1634,17,643,974,83,4,32
3094,10032,215,2732,7085,89,6,279
3095,291,18,58,215,34,1,4
3096,1454,101,255,1098,4,1,3
3097,997,48,110,839,69,4,4
3098,9420,186,3983,5251,525,8,830
3099,223578,26478,133952,63148,721,179,2804
3100,1164,64,119,981,53,5,17
3101,30251,1830,26400,2021,44,7,300
3102,3004,56,2787,161,4,1,3
3103,137115,3739,89480,43896,1546,50,3084
3104,1314320,79976,212534,1021810,25733,1479,13541
3105,14710,376,2909,11425,515,15,203
3106,17417,185,4295,12937,624,11,458
3107,209589,31685,1001,176903,2150,345,4
3108,252,7,112,133,85,3,1
3109,4402,120,558,3724,369,5,56
3110,5723,502,2678,2543,165,8,132
3111,6034,305,1757,3972,258,5,29
3112,3313,45,1325,1943,138,1,58
3113,15871,618,13991,1262,38,3,63
3114,2519,32,1650,837,97,1,30
3115,14657,228,2650,11779,887,14,236
3116,22973,131,6406,16436,921,5,356
3117,53081,8656,13642,30783,485,75,231
3118,2556,118,273,2165,119,4,15
3119,2117,107,1106,904,27,5,47
3120,162699,11123,64957,86619,6638,467,3272
3121,1965,91,444,1430,44,1,22
3122,751,49,577,125,3,1,8
3123,2579,114,1465,1000,305,6,233
3124,33855,312,13112,20431,1647,8,445
3125,11063,463,2705,7895,568,18,136
3126,991,41,136,814,54,2,6
3127,792,7,501,284,12,1,21
3128,2187,90,1764,333,11,3,38
3129,1766,77,1193,496,12,3,53
3130,8123,280,4474,3369,28,4,27
3131,10616,529,8404,1683,110,3,124
3132,10347,388,2763,7196,465,3,179
3133,9400,525,2075,6800,436,11,73
3134,177094,26383,56327,94384,312,70,179
3135,171879,7569,144400,19910,555,20,1100
3136,1052,26,110,916,85,2,6
3137,3263,413,933,1917,50,8,29
3138,67161,2212,20969,43980,4353,111,1668
3139,14032,973,2698,10361,387,14,91
3140,107603,6640,86143,14820,1383,51,1079
3141,2767,109,1734,924,88,2,32
3142,16477,252,11430,4795,23,5,54
3143,219070,30560,105186,83324,802,165,2155
3144,15824,666,8127,7031,69,12,2221
3145,672,32,239,401,23,2,32
3146,8688,58,2729,5901,1065,9,107
3147,704,38,351,315,12,1,53
3148,4927,169,1958,2800,60,8,33
3149,6063,188,2554,3321,153,2,93
3150,821,46,624,151,6,1,7
3151,4399,143,778,3478,248,15,33
3152,32081,706,8555,22820,1747,47,492
3153,8448,244,4687,3517,166,7,186
3154,67307,1889,21349,44069,2292,75,1103
3155,10794,719,1924,8151,184,15,82
3156,15996,800,5698,9498,345,15,261
3157,27581,1135,2549,23897,175,9,50
3158,22520,14,2753,19753,1189,1,304
3159,15362,961,7051,7350,231,22,139
3160,209688,1915,34306,173467,11012,88,2390
3161,39048,246,11457,27345,1912,7,1313
3162,1709,19,650,1040,75,2,7
3163,1457,102,256,1099,3,1,1
3164,1054,51,118,885,57,3,8
3165,10015,194,4173,5648,595,8,190
3166,224350,26621,136166,61563,772,143,2214
3167,1365,70,149,1146,201,6,30
3168,30305,1833,26600,1872,54,3,200
3169,174,11,89,74,21,1,2
3170,138657,3786,92691,42180,1542,47,3211
3171,1334084,80855,216169,1037060,19764,879,3635
3172,15232,391,3060,11781,522,15,151
3173,18198,198,4804,13196,781,13,509
3174,211911,31954,1002,178955,2322,269,1
3175,707,19,517,171,5,1,4
3176,5891,507,2841,2543,168,5,163
3177,6278,314,1837,4127,244,9,80
3178,3392,46,1359,1987,79,1,34
3179,15882,620,14061,1201,11,2,70
3180,15691,239,2902,12550,1034,11,252
3181,23906,135,6531,17240,933,4,125
3182,53449,8707,13697,31045,368,51,55
3183,2831,122,299,2410,275,4,26
3184,2141,113,1114,914,24,6,8
3185,169594,11653,67384,90557,6895,530,2427
3186,1990,93,461,1436,25,2,17
3187,760,50,584,126,9,1,7
3188,2689,125,1524,1040,110,11,59
3189,35052,323,13605,21124,1197,11,493
3190,11613,479,2825,8309,550,16,120
3191,333,11,53,269,59,1,20
3192,2196,91,1784,321,9,1,20
3193,8176,282,4711,3183,53,2,237
3194,10700,533,8515,1652,84,4,111
3195,10634,393,2870,7371,287,5,107
3196,9746,533,2172,7041,346,8,97
3197,958,18,325,615,69,1,32
3198,1741,61,751,929,2,1,1
3199,177547,26646,56835,94066,453,263,508
3200,802,9,127,666,141,1,17
3201,638,11,317,310,3,1,8
3202,172576,7661,145617,19298,697,92,1217
3203,2100,116,206,1778,128,8,3
3204,3284,421,958,1905,21,8,25
3205,70768,2294,22549,45925,3607,82,1580
3206,14265,991,2881,10393,233,18,183
3207,109286,6685,87422,15179,1683,45,1279
3208,2818,110,1790,918,51,1,56
3209,16506,258,11843,4405,29,6,413
3210,219814,30739,106587,82488,744,179,1401
3211,15861,685,8293,6883,37,19,166
3212,5207,32,2074,3101,117,1,133
3213,700,33,251,416,28,1,12
3214,9286,65,2907,6314,598,7,178
3215,6726,109,5113,1504,70,1,88
3216,712,39,377,296,8,1,26
3217,36327,3573,23100,9654,1305,108,1276
3218,4995,175,1980,2840,68,6,22
3219,4641,150,902,3589,242,7,124
3220,34336,737,8812,24787,2255,31,257
3221,68822,1961,22406,44455,1515,72,1057
3222,11086,726,1999,8361,292,7,75
3223,16326,811,5816,9699,330,11,118
3224,15588,982,7245,7361,226,21,194
3225,221344,2009,39801,179534,11656,94,5495
3226,41014,255,12737,28022,1966,9,1280
3227,10176,218,3290,6668,144,3,558
3228,338,19,72,247,31,1,5
3229,23822,21,3225,20576,486,1,504
3230,1089,52,121,916,35,1,3
3231,10652,206,4357,6089,637,12,184
3232,10936,258,9670,1008,27,2,38
3233,227436,26744,137139,63553,3086,123,973
3234,1526,74,162,1290,161,4,13
3235,30344,1845,26800,1699,39,12,200
3236,139771,3841,95780,40150,1114,55,3089
3237,1352962,81868,232733,1038361,18878,1013,16564
3238,15648,408,3288,11952,416,17,228
3239,18878,201,5381,13296,680,3,577
3240,215500,32166,1015,182319,3589,212,13
3241,4963,127,610,4226,276,5,52
3242,6067,515,2998,2554,176,8,157
3243,6563,319,1862,4382,285,5,25
3244,3538,47,1430,2061,146,1,71
3245,6980,98,6270,612,10,1,57
3246,15961,623,14148,1190,79,3,87
3247,5531,9,2192,3330,295,1,40
3248,16660,250,3147,13263,969,11,245
3249,24873,142,6974,17757,967,7,443
3250,53779,8761,13732,31286,330,54,35
3251,2964,128,313,2523,133,6,14
3252,2158,117,1168,873,17,4,54
3253,178214,12461,72597,93156,8620,808,5213
3254,2023,95,476,1452,33,2,15
3255,766,51,588,127,6,1,4
3256,357,40,76,241,35,9,23
3257,36710,335,14125,22250,1658,12,520
3258,12272,493,2971,8808,659,14,146
3259,1102,44,146,912,78,3,5
3260,1804,78,1277,449,21,1,48
3261,8221,283,4889,3049,45,1,178
3262,10778,527,8767,1484,78,-6,252
3263,10900,402,3221,7277,266,9,351
3264,10093,544,2326,7223,347,11,154
3265,998,20,349,629,40,2,24
3266,6003,275,4300,1428,19,4,300
3267,178349,26994,57898,93457,802,348,1063
3268,173171,7738,147200,18233,595,77,1583
3269,1199,27,120,1052,85,1,9
3270,3313,425,1007,1881,29,4,49
3271,74292,2415,24420,47457,3524,121,1871
3272,14749,1007,3063,10679,484,16,182
3273,110767,6733,88357,15677,1481,48,935
3274,2913,112,1903,898,95,2,113
3275,16529,260,12083,4186,23,2,240
3276,221216,30911,109039,81266,1402,172,2452
3277,15948,707,8531,6710,87,22,238
3278,715,36,259,420,15,3,8
3279,919,29,671,219,35,1,16
3280,10277,75,3101,7101,991,10,194
3281,3894,102,3610,182,6,1,8
3282,730,40,398,292,18,1,21
3283,38324,3926,25935,8463,1997,353,2835
3284,5154,182,2069,2903,159,7,89
3285,854,47,648,159,22,1,11
3286,4787,158,959,3670,146,8,57
3287,1674,92,1205,377,10,1,5
3288,35298,761,8899,25638,962,24,87
3289,8783,252,6021,2510,167,3,1334
3290,72059,2057,23324,46678,3237,96,918
3291,11350,751,2106,8493,264,25,107
3292,16921,839,6131,9951,595,28,315
3293,27913,1163,3013,23737,234,19,464
3294,15778,1002,7685,7091,190,20,440
3295,232243,2116,43512,186615,10899,107,3711
3296,42925,264,15257,27404,1911,9,2520
3297,10243,220,3600,6423,67,2,310
3298,1465,27,983,455,8,1,24
3299,10962,259,9695,1008,26,1,25
3300,228030,26920,138980,62130,594,176,1841
3301,1661,80,173,1408,135,6,11
3302,141475,3894,98889,38692,1704,53,3109
3303,1375152,83483,230287,1061382,22190,1615,-2446
3304,16023,425,3373,12225,375,17,85
3305,19661,203,6012,13446,783,2,631
3306,218895,32797,1023,185075,3395,631,8
3307,5226,132,648,4446,263,5,38
3308,6253,522,3058,2673,186,7,60
3309,760,49,576,135,2,1,8
3310,6879,329,2266,4284,316,10,404
3311,3718,48,1500,2170,180,1,70
3312,15997,624,14304,1069,36,1,156
3313,2758,35,1789,934,65,2,109
3314,5816,10,2205,3601,285,1,13
3315,17822,269,3361,14192,1162,19,214
3316,25825,146,7711,17968,952,4,737
3317,53981,8843,13937,31201,202,82,205
3318,3148,142,339,2667,184,14,26
3319,2181,120,1228,833,23,3,60
3320,190137,13240,78424,98473,11923,779,5827
3321,2069,96,499,1474,46,1,23
3322,2800,136,1543,1121,111,11,19
3323,372,42,78,252,15,2,2
3324,39370,346,14865,24159,2660,11,740
3325,12930,509,3133,9288,658,16,162
3326,1169,50,148,971,67,6,2
3327,815,8,527,280,11,1,7
3328,1912,24,902,986,55,3,82
3329,2213,94,1834,285,6,3,26
3330,1810,79,1326,405,6,1,49
3331,8269,290,5047,2932,48,7,158
3332,10854,533,8850,1471,76,6,83
3333,10431,556,2486,7389,338,12,160
3334,174098,7861,148700,17537,927,123,1500
3335,5408,24,514,4870,281,2,20
3336,1342,29,121,1192,143,2,1
3337,2374,14,856,1504,76,3,40
3338,2255,123,237,1895,175,2,26
3339,3341,430,1102,1809,28,5,95
3340,78055,2551,26400,49104,3763,136,1980
3341,15438,1028,3287,11123,689,21,224
3342,112725,6783,89428,16514,1958,50,1071
3343,3032,115,1966,951,119,3,63
3344,23401,1497,19470,2434,159,9,2360
3345,16548,264,12232,4052,19,4,149
3346,222104,31106,112541,78457,888,195,3502
3347,15998,726,8920,6352,50,19,389
3348,737,40,281,416,22,4,22
3349,11028,82,3263,7683,751,7,162
3350,1505,54,908,543,14,4,58
3351,3904,103,3629,172,10,1,19
3352,6779,111,5281,1387,37,2,58
3353,955,4,40,911,51,1,11
3354,758,44,412,302,28,4,14
3355,508,6,436,66,2,1,2
3356,40186,4220,26990,8976,1862,294,1055
3357,5406,185,2176,3045,252,3,107
3358,43404,5581,151,37672,227,52,2
3359,860,49,658,153,6,2,10
3360,4971,164,1070,3737,184,6,111
3361,1694,95,1229,370,20,3,24
3362,35788,770,9695,25323,490,9,796
3363,8944,256,6067,2621,161,4,46
3364,740,11,182,547,3,1,9
3365,76306,2169,24324,49813,4247,112,1000
3366,11618,772,2251,8595,268,21,145
3367,17204,861,6410,9933,283,22,279
3368,28132,1175,3182,23775,219,12,169
3369,16002,1036,7961,7005,224,34,276
3370,242271,2212,48003,192056,10028,96,4491
3371,44830,273,17622,26935,1905,9,2365
3372,2105,21,782,1302,110,2,40
3373,10295,222,3824,6249,52,2,224
3374,387,26,97,264,49,7,25
3375,1463,103,260,1100,2,1,1
3376,12074,219,4745,7110,724,13,388
3377,10991,260,9762,969,29,1,67
3378,228691,27104,140823,60764,661,184,1843
3379,1818,90,198,1530,157,10,25
3380,30413,1870,27100,1443,33,3,300
3381,143114,3952,101715,37447,1639,58,2826
3382,1396110,85234,243430,1067446,20958,1751,13143
3383,16425,439,3716,12270,402,14,343
3384,20386,206,6523,13657,725,3,511
3385,222195,33294,1032,187869,3300,497,9
3386,2612,11,2076,525,93,1,66
3387,5639,136,691,4812,413,4,43
3388,6442,529,3158,2755,189,7,100
3389,7134,353,2385,4396,255,24,119
3390,3860,49,1572,2239,142,1,72
3391,16058,626,14405,1027,61,2,101
3392,26772,151,8168,18453,947,5,457
3393,54288,8903,14111,31274,307,60,174
3394,3372,152,356,2864,224,10,17
3395,2218,122,1272,824,37,2,44
3396,203165,13999,79479,109687,13028,759,1055
3397,2100,99,531,1470,31,3,32
3398,2954,139,1553,1262,154,3,10
3399,399,46,83,270,27,4,5
3400,42029,368,15655,26006,2659,22,790
3401,13610,525,3358,9727,680,16,225
3402,391,15,87,289,58,4,34
3403,8351,293,5241,2817,82,3,194
3404,10900,537,8992,1371,46,4,142
3405,11320,422,3351,7547,124,13,130
3406,10829,571,2626,7632,398,15,140
3407,1112,23,405,684,75,3,31
3408,1758,62,909,787,7,1,132
3409,178994,27428,59719,91847,810,351,933
3410,1104,10,182,912,100,1,30
3411,667,12,383,272,20,1,11
3412,174478,7884,150300,16294,380,23,1600
3413,2473,15,895,1563,99,1,39
3414,273,20,18,235,39,2,1
3415,2318,133,253,1932,63,10,16
3416,3380,436,1169,1775,39,6,67
3417,81997,2649,27969,51379,3942,98,1569
3418,16006,1043,3518,11445,568,15,231
3419,114533,6854,90539,17140,1808,71,1111
3420,16579,265,12521,3793,31,1,289
3421,223096,31368,115288,76440,992,262,2747
3422,16096,742,9868,5486,98,16,948
3423,758,42,284,432,21,2,3
